gene_id,phyloP_cds,phyloP_gene_body,phastCons_cds,phastCons_gene_body
ENSG00000180537,3.565150,3.565150,0.835802,0.835802
ENSG00000180549,0.755564,0.517156,0.356599,0.287536
ENSG00000180573,4.680810,4.680810,0.837215,0.837215
ENSG00000180611,4.998429,0.073508,0.928455,0.070711
ENSG00000180613,3.009509,1.682570,0.732290,0.444049
ENSG00000180628,5.382583,0.196335,0.984084,0.081231
ENSG00000180638,1.457241,-0.032971,0.435299,0.139986
ENSG00000180644,1.055687,0.538977,0.373092,0.222331
ENSG00000180660,6.105520,6.105520,0.961054,0.961054
ENSG00000180667,3.810782,2.005060,0.830774,0.466474
ENSG00000180697,-0.071014,-0.370406,0.160244,0.027122
ENSG00000180730,3.657856,0.572646,0.828344,0.196351
ENSG00000180745,0.894211,-0.251802,0.369149,0.032579
ENSG00000180758,3.158119,0.007623,0.730511,0.072671
ENSG00000180767,3.047055,0.041736,0.761199,0.075312
ENSG00000180773,3.197116,0.228257,0.830646,0.089237
ENSG00000180801,3.683532,0.178399,0.769090,0.088134
ENSG00000180806,4.668157,2.140840,0.968354,0.638033
ENSG00000180875,3.939990,3.939990,0.871583,0.871583
ENSG00000180878,1.727096,0.487881,0.825485,0.211067
ENSG00000180881,2.108905,0.145748,0.726088,0.082089
ENSG00000180934,0.164719,0.164719,0.164068,0.164068
ENSG00000180938,1.233808,0.915067,0.288971,0.226655
ENSG00000181072,4.693490,4.693490,0.902539,0.902539
ENSG00000181085,1.205828,-0.024906,0.417719,0.134601
ENSG00000181092,2.566451,1.130990,0.603672,0.283649
ENSG00000181104,2.207787,0.130931,0.551302,0.070871
ENSG00000181135,-0.078668,-0.438200,0.167324,0.057263
ENSG00000181218,4.097960,4.097960,0.870985,0.870985
ENSG00000181220,0.984745,0.016643,0.434617,0.084641
ENSG00000181234,2.766443,-0.159995,0.677739,0.043828
ENSG00000181264,3.727201,1.000120,0.825544,0.271657
ENSG00000181291,3.328233,0.100033,0.812275,0.098397
ENSG00000181333,3.075788,0.210723,0.755627,0.102604
ENSG00000181381,1.009479,0.083624,0.458862,0.103758
ENSG00000181418,0.687505,0.674702,0.366489,0.352214
ENSG00000181472,4.276859,0.670562,0.843738,0.181843
ENSG00000181541,5.967880,5.967880,0.950312,0.950312
ENSG00000181617,0.186925,0.053999,0.130624,0.078101
ENSG00000181631,1.882600,1.297200,0.460912,0.334055
ENSG00000181634,1.674111,0.047975,0.596232,0.062052
ENSG00000181652,2.774772,0.855327,0.745440,0.277057
ENSG00000181690,4.560523,3.870760,0.925730,0.876783
ENSG00000181744,5.187198,0.481322,0.979820,0.150987
ENSG00000181754,2.177370,2.177370,0.560729,0.560729
ENSG00000181773,3.074680,3.074680,0.742666,0.742666
ENSG00000181778,1.185897,0.260699,0.418815,0.119933
ENSG00000181790,3.177816,-0.371219,0.789657,0.070232
ENSG00000181817,3.633660,3.633660,0.819523,0.819523
ENSG00000181873,1.526954,-0.117254,0.451740,0.059838
ENSG00000181904,4.442390,4.442390,0.951475,0.951475
ENSG00000181982,3.212702,0.088568,0.722471,0.091511
ENSG00000182010,2.709214,0.299311,0.751869,0.136047
ENSG00000182054,4.361274,0.212765,0.807329,0.092335
ENSG00000182077,1.323243,0.318744,0.493525,0.159052
ENSG00000182117,4.222805,0.751908,0.899146,0.212722
ENSG00000182132,5.246334,0.044959,0.934978,0.070381
ENSG00000182134,2.400707,0.597366,0.755641,0.242441
ENSG00000182168,4.484967,0.217136,0.871373,0.125142
ENSG00000182179,2.081054,0.912552,0.532963,0.277528
ENSG00000182180,3.145927,0.782861,0.820628,0.232725
ENSG00000182183,2.268774,0.147610,0.648854,0.099855
ENSG00000182208,3.397749,-0.309209,0.830844,0.050847
ENSG00000182223,1.565535,0.314909,0.390716,0.135874
ENSG00000182263,5.121934,0.644506,0.955686,0.231547
ENSG00000182271,1.493184,0.169329,0.576140,0.095034
ENSG00000182272,2.262314,0.177986,0.597151,0.175690
ENSG00000182307,0.476852,0.116840,0.326482,0.154597
ENSG00000182325,0.956833,0.409074,0.439781,0.268216
ENSG00000182333,1.675054,0.105355,0.464208,0.069716
ENSG00000182348,1.831303,0.054874,0.528521,0.076172
ENSG00000182359,3.890035,1.236620,0.919196,0.317082
ENSG00000182372,3.012806,0.148567,0.662182,0.090423
ENSG00000182447,2.293234,0.673103,0.568809,0.240587
ENSG00000182504,2.732728,0.271386,0.702093,0.167101
ENSG00000182533,4.241409,0.068242,0.891101,0.082394
ENSG00000182552,4.038361,0.151187,0.917278,0.071422
ENSG00000182568,5.332404,0.886457,0.958305,0.289701
ENSG00000182645,2.008466,0.213476,0.779875,0.125724
ENSG00000182685,1.057964,0.376534,0.347855,0.210528
ENSG00000182698,0.374677,0.069495,0.224640,0.069713
ENSG00000182704,2.914210,2.914210,0.723684,0.723684
ENSG00000182732,5.127888,0.066801,0.938648,0.077059
ENSG00000182747,3.188972,1.646440,0.807366,0.462731
ENSG00000182752,4.079825,0.187506,0.880363,0.121246
ENSG00000182768,1.193615,0.151592,0.474680,0.096063
ENSG00000182771,4.768004,-0.010466,0.911255,0.076130
ENSG00000182795,1.068737,0.418882,0.384296,0.177554
ENSG00000182827,4.185695,0.197769,0.890091,0.088323
ENSG00000182866,4.026558,0.568818,0.832268,0.159015
ENSG00000182901,5.203658,0.042479,0.962764,0.054835
ENSG00000182934,4.413993,1.816990,0.905049,0.402840
ENSG00000182950,1.249602,0.218275,0.520975,0.146982
ENSG00000183049,4.675168,-0.043920,0.883569,0.048481
ENSG00000183090,2.403944,0.191379,0.648250,0.112660
ENSG00000183128,2.920059,0.512745,0.702723,0.182841
ENSG00000183155,3.934881,0.143424,0.884130,0.085849
ENSG00000183166,4.895691,-0.006073,0.920171,0.058728
ENSG00000183185,2.921418,0.170076,0.765750,0.088080
ENSG00000183273,1.282030,0.019621,0.568182,0.068137
ENSG00000183283,4.007487,0.705602,0.946318,0.220448
ENSG00000183317,2.810244,0.175995,0.745431,0.111274
ENSG00000183323,1.793735,0.162056,0.643660,0.111951
ENSG00000183324,1.377813,0.123242,0.513976,0.122617
ENSG00000183347,1.071810,0.026660,0.429025,0.119756
ENSG00000183379,3.485745,1.109770,0.805087,0.283845
ENSG00000183386,4.469239,1.940340,0.930313,0.437294
ENSG00000183395,2.503494,1.315590,0.844194,0.436917
ENSG00000183396,0.769705,0.397450,0.408893,0.253659
ENSG00000183423,2.516863,0.276867,0.596550,0.145451
ENSG00000183508,4.586570,4.586570,0.869043,0.869043
ENSG00000183513,3.022835,0.096297,0.911563,0.053415
ENSG00000183520,3.824017,0.573064,0.902925,0.233731
ENSG00000183560,2.361247,0.749015,0.549928,0.214552
ENSG00000183576,4.318105,-0.004968,0.839475,0.071723
ENSG00000183578,4.399301,0.135350,0.930959,0.087763
ENSG00000183580,5.099611,0.032853,0.932116,0.068194
ENSG00000183607,1.251425,0.061463,0.598857,0.077782
ENSG00000183615,3.222638,1.414140,0.776597,0.352581
ENSG00000183621,1.552625,0.199887,0.415700,0.105029
ENSG00000183638,0.220601,0.077805,0.168574,0.092888
ENSG00000183644,1.073144,0.234959,0.489209,0.104759
ENSG00000183648,3.124566,0.451913,0.829259,0.145117
ENSG00000183715,4.364663,0.006561,0.924105,0.081432
ENSG00000183722,5.109340,0.063018,0.925102,0.068144
ENSG00000183733,1.266179,0.082114,0.587571,0.072902
ENSG00000183742,2.942948,0.458471,0.738466,0.142119
ENSG00000183751,3.111121,0.967407,0.746436,0.300257
ENSG00000183775,5.037390,0.154215,0.933750,0.100565
ENSG00000183779,2.927181,1.930500,0.810906,0.556373
ENSG00000183780,4.427942,-0.028230,0.906626,0.056276
ENSG00000183807,1.475972,0.152964,0.582961,0.141530
ENSG00000183813,2.454770,2.454770,0.607509,0.607509
ENSG00000183814,4.848138,0.203611,0.968089,0.137064
ENSG00000183831,1.636942,0.145304,0.721516,0.183747
ENSG00000183833,2.485699,0.231342,0.719677,0.102153
ENSG00000183840,2.694006,0.084223,0.658145,0.097480
ENSG00000183856,3.208477,0.297894,0.698696,0.118222
ENSG00000183888,0.362473,-0.050256,0.215821,0.070111
ENSG00000183908,2.191342,0.310667,0.642875,0.147584
ENSG00000183960,4.159310,0.103124,0.873123,0.088453
ENSG00000183977,0.808058,0.144008,0.348461,0.105808
ENSG00000184108,0.830926,0.020380,0.301918,0.075632
ENSG00000184163,0.728758,-0.255992,0.346383,0.091153
ENSG00000184209,3.853350,3.853350,0.791176,0.791176
ENSG00000184220,3.025019,0.285615,0.871231,0.138511
ENSG00000184232,3.362441,0.021965,0.812242,0.078214
ENSG00000184260,3.901780,3.901780,0.819119,0.819119
ENSG00000184271,3.589705,0.476251,0.852201,0.161334
ENSG00000184302,5.215970,2.098410,0.937756,0.412250
ENSG00000184305,2.630272,0.055682,0.770198,0.073689
ENSG00000184307,3.390447,0.446164,0.780200,0.150016
ENSG00000184344,1.743960,0.348850,0.521933,0.147945
ENSG00000184345,0.607321,0.186883,0.412998,0.140810
ENSG00000184347,3.999067,0.139299,0.857085,0.110596
ENSG00000184349,5.460949,0.391665,0.981653,0.193968
ENSG00000184357,2.174830,2.174830,0.663860,0.663860
ENSG00000184371,1.007854,0.163862,0.501435,0.126884
ENSG00000184374,3.346803,0.133449,0.857430,0.082673
ENSG00000184378,2.591917,1.302970,0.631689,0.349626
ENSG00000184384,2.546780,0.198649,0.785039,0.127137
ENSG00000184434,1.636750,0.535483,0.638975,0.225929
ENSG00000184445,2.809186,0.202852,0.794080,0.106013
ENSG00000184454,2.063083,0.057936,0.800003,0.069768
ENSG00000184500,2.716736,0.128590,0.736126,0.090895
ENSG00000184564,3.715730,3.715730,0.866844,0.866844
ENSG00000184574,1.561730,1.561730,0.527158,0.527158
ENSG00000184584,1.292414,0.265170,0.485694,0.136769
ENSG00000184601,-0.321533,-0.842913,0.051935,0.015753
ENSG00000184611,4.651308,0.144545,0.943127,0.084536
ENSG00000184661,0.633990,0.048070,0.281637,0.072984
ENSG00000184677,2.522493,0.378393,0.730010,0.176666
ENSG00000184719,2.791906,0.184317,0.774480,0.110467
ENSG00000184752,3.753722,0.111987,0.863476,0.085805
ENSG00000184786,1.559074,0.021191,0.696239,0.064698
ENSG00000184840,4.288924,0.950586,0.816719,0.214489
ENSG00000184845,4.566730,4.566730,0.879737,0.879737
ENSG00000184887,3.979829,3.279920,0.813025,0.687271
ENSG00000184898,0.753130,0.070560,0.351803,0.065253
ENSG00000184903,3.708766,0.144506,0.874836,0.096282
ENSG00000184916,2.354786,-0.325928,0.656534,0.121052
ENSG00000184923,0.131859,-0.052333,0.168614,0.066493
ENSG00000184924,2.926042,0.401293,0.736697,0.142854
ENSG00000184925,-0.754619,-0.818654,0.029130,0.009964
ENSG00000184937,4.008288,0.252296,0.864849,0.125089
ENSG00000184945,0.625433,-0.516733,0.311797,0.052459
ENSG00000184992,2.774589,-0.028670,0.736859,0.053240
ENSG00000185000,2.075254,-0.123256,0.655276,0.116211
ENSG00000185002,3.905703,0.384879,0.819207,0.128804
ENSG00000185009,5.177833,0.607275,0.962370,0.174691
ENSG00000185024,3.002136,-0.079416,0.738095,0.061448
ENSG00000185033,2.487806,0.142635,0.628195,0.111839
ENSG00000185043,3.641818,0.535983,0.822370,0.167909
ENSG00000185055,1.124822,0.034128,0.506323,0.078506
ENSG00000185069,1.792820,0.388794,0.466968,0.123473
ENSG00000185085,3.403078,1.714750,0.861030,0.494254
ENSG00000185090,3.544159,0.877850,0.803323,0.257927
ENSG00000185100,4.517501,-0.205766,0.851822,0.065898
ENSG00000185104,4.860120,0.287029,0.984584,0.162216
ENSG00000185127,2.903110,2.903110,0.559161,0.559161
ENSG00000185149,3.494500,3.494500,0.798582,0.798582
ENSG00000185155,0.910403,0.172152,0.335691,0.118476
ENSG00000185163,1.905753,0.396809,0.526769,0.227291
ENSG00000185176,1.120470,-0.359893,0.419109,0.065434
ENSG00000185219,0.425226,0.121560,0.244731,0.114794
ENSG00000185220,1.008787,0.323442,0.635256,0.262586
ENSG00000185238,3.617106,0.189967,0.880741,0.111993
ENSG00000185246,4.456259,0.776878,0.953660,0.197476
ENSG00000185261,2.687331,0.394164,0.855313,0.175818
ENSG00000185267,2.800329,0.158823,0.678212,0.089875
ENSG00000185271,1.730102,0.661940,0.583962,0.243466
ENSG00000185278,4.731123,0.561827,0.906953,0.206361
ENSG00000185305,4.878168,0.190176,0.957556,0.114062
ENSG00000185313,3.086534,0.236459,0.639940,0.103760
ENSG00000185344,3.909018,0.125989,0.778975,0.083479
ENSG00000185352,3.947798,0.170292,0.832055,0.122794
ENSG00000185414,2.766909,0.180499,0.769201,0.105418
ENSG00000185436,0.532381,0.011382,0.310979,0.078185
ENSG00000185467,2.261980,0.064442,0.564907,0.069299
ENSG00000185480,2.324131,0.202414,0.730440,0.122278
ENSG00000185483,4.303680,0.159597,0.839141,0.105862
ENSG00000185499,-0.170924,-0.749739,0.180213,0.059014
ENSG00000185518,4.171585,0.136256,0.864105,0.071832
ENSG00000185519,1.573881,-0.107867,0.604985,0.064812
ENSG00000185532,5.641558,0.052003,0.960962,0.066820
ENSG00000185559,2.684521,0.309078,0.740303,0.179843
ENSG00000185585,3.477592,0.215832,0.724966,0.105535
ENSG00000185591,3.085982,0.284661,0.814040,0.163502
ENSG00000185610,2.350260,0.277545,0.689244,0.113601
ENSG00000185614,2.037726,1.300600,0.598497,0.434207
ENSG00000185633,2.887616,0.330563,0.873326,0.198086
ENSG00000185634,2.746846,0.129581,0.785216,0.089401
ENSG00000185640,1.966284,0.223930,0.541300,0.097141
ENSG00000185652,4.138948,0.043345,0.871836,0.097412
ENSG00000185662,0.698617,0.059523,0.407087,0.085141
ENSG00000185670,2.290340,2.290340,0.629803,0.629803
ENSG00000185697,3.981017,0.399890,0.951730,0.163432
ENSG00000185736,3.755443,-0.113862,0.835384,0.065156
ENSG00000185742,2.690140,2.690140,0.776765,0.776765
ENSG00000185774,4.914602,-0.009933,0.949320,0.053885
ENSG00000185798,3.012147,0.532113,0.768400,0.171022
ENSG00000185860,0.351840,0.026606,0.244830,0.066867
ENSG00000185863,0.060059,-0.351570,0.159039,0.093395
ENSG00000185896,1.521899,-0.151972,0.469316,0.043523
ENSG00000185909,3.703109,1.563170,0.821708,0.390741
ENSG00000185933,3.623634,0.970996,0.777599,0.258629
ENSG00000185942,4.407571,0.071594,0.939758,0.079824
ENSG00000185989,4.371362,-0.252438,0.907188,0.055280
ENSG00000186007,0.476113,0.004531,0.342112,0.089474
ENSG00000186009,2.486329,-0.176319,0.740709,0.084190
ENSG00000186038,1.473265,0.207456,0.468199,0.115608
ENSG00000186073,5.004624,0.569061,0.969167,0.222970
ENSG00000186106,5.334488,0.539284,0.942709,0.129526
ENSG00000186130,3.202080,3.202080,0.832921,0.832921
ENSG00000186166,2.602782,0.334190,0.790244,0.234274
ENSG00000186174,3.110431,1.293590,0.846932,0.397419
ENSG00000186188,2.101643,0.045948,0.705498,0.070973
ENSG00000186193,1.352668,-0.083514,0.516948,0.117752
ENSG00000186197,2.758370,-0.022049,0.697195,0.057968
ENSG00000186198,0.760327,-0.009619,0.347690,0.063663
ENSG00000186231,4.894392,0.287108,0.935271,0.140884
ENSG00000186265,0.485649,0.055883,0.282781,0.051762
ENSG00000186318,4.812794,0.306894,0.906876,0.111726
ENSG00000186334,2.554030,0.141667,0.703753,0.074191
ENSG00000186350,4.493829,-0.613179,0.882922,0.029949
ENSG00000186367,2.194293,0.163956,0.713467,0.116439
ENSG00000186377,2.018854,0.217130,0.536198,0.116228
ENSG00000186442,1.851352,0.488900,0.515060,0.175144
ENSG00000186468,5.463175,0.805383,0.929646,0.201810
ENSG00000186479,4.769906,0.199289,0.944451,0.101531
ENSG00000186501,3.788183,0.392880,0.856903,0.172445
ENSG00000186583,0.412240,-0.237114,0.285392,0.072651
ENSG00000186591,5.599573,0.158831,0.977685,0.103117
ENSG00000186603,2.126950,2.126950,0.623611,0.623611
ENSG00000186638,1.897455,0.293083,0.550421,0.157165
ENSG00000186648,2.620275,0.753273,0.844663,0.282425
ENSG00000186660,3.601068,0.193457,0.912860,0.092436
ENSG00000186684,2.696228,0.080301,0.777371,0.103130
ENSG00000186687,2.572642,0.104959,0.926830,0.089512
ENSG00000186710,0.927267,-0.034569,0.458341,0.081429
ENSG00000186766,1.472479,0.517489,0.362583,0.210085
ENSG00000186795,1.701025,0.038766,0.481217,0.065363
ENSG00000186827,-0.254936,-0.711022,0.096959,0.037761
ENSG00000186854,2.219816,0.113605,0.648424,0.074118
ENSG00000186867,3.282902,0.086147,0.764685,0.074356
ENSG00000186881,0.590024,0.590024,0.195394,0.195394
ENSG00000186891,-0.394877,-0.716129,0.068672,0.024244
ENSG00000186895,2.948953,-0.151689,0.725704,0.075218
ENSG00000186907,2.517039,0.246540,0.700390,0.159986
ENSG00000186908,5.708336,0.284327,0.979300,0.121306
ENSG00000186910,1.474312,0.154395,0.427350,0.097372
ENSG00000187003,2.592230,2.592230,0.626358,0.626358
ENSG00000187024,2.192589,0.961563,0.664534,0.319823
ENSG00000187033,1.852905,0.372637,0.611459,0.155888
ENSG00000187048,1.793591,-0.222627,0.498834,0.079338
ENSG00000187049,2.984901,0.278982,0.887605,0.125640
ENSG00000187054,1.677707,0.082655,0.547825,0.065989
ENSG00000187068,4.188131,0.139182,0.875998,0.110475
ENSG00000187091,3.275066,0.312947,0.752792,0.125511
ENSG00000187094,2.506370,0.062132,0.674905,0.068835
ENSG00000187098,4.695503,0.179453,0.917306,0.110413
ENSG00000187109,5.460691,0.444437,0.987866,0.166271
ENSG00000187118,3.645796,0.142826,0.927022,0.098239
ENSG00000187151,2.804171,0.285505,0.818748,0.112525
ENSG00000187164,2.949041,0.274309,0.892556,0.147855
ENSG00000187186,1.873690,1.018840,0.940215,0.538554
ENSG00000187258,2.620520,0.050485,0.834376,0.088759
ENSG00000187260,2.547465,-0.088138,0.835030,0.067761
ENSG00000187288,2.761509,0.150992,0.696908,0.088941
ENSG00000187398,2.592977,-0.028008,0.736345,0.048221
ENSG00000187498,2.976463,-0.142777,0.722982,0.055424
ENSG00000187527,2.552547,0.130092,0.688711,0.079418
ENSG00000187566,2.332230,2.332230,0.643347,0.643347
ENSG00000187583,0.123696,-0.367525,0.165874,0.066834
ENSG00000187605,2.970791,0.171243,0.752980,0.104345
ENSG00000187616,4.351973,-0.139521,0.868814,0.075614
ENSG00000187642,0.004314,-0.284642,0.163455,0.091341
ENSG00000187676,3.220117,0.047698,0.773066,0.090668
ENSG00000187713,4.081600,4.081600,0.941284,0.941284
ENSG00000187715,3.901594,0.199989,0.824150,0.118557
ENSG00000187735,4.714399,0.236668,0.962842,0.123119
ENSG00000187736,1.921056,0.386689,0.660824,0.180578
ENSG00000187778,4.509635,0.830408,0.939867,0.239155
ENSG00000187783,1.859830,-0.092922,0.645513,0.043647
ENSG00000187796,1.966264,-0.110394,0.688097,0.159019
ENSG00000187801,0.697429,0.132555,0.240489,0.082503
ENSG00000187806,0.666736,0.162922,0.410302,0.092917
ENSG00000187821,3.769709,1.404110,0.875227,0.378188
ENSG00000187833,0.555634,0.059869,0.270212,0.094538
ENSG00000187862,1.274239,0.329025,0.469799,0.182261
ENSG00000187871,1.720116,0.059134,0.627476,0.075617
ENSG00000187889,0.778409,0.024534,0.409692,0.057829
ENSG00000187954,3.611124,0.015021,0.796980,0.106897
ENSG00000187957,3.303928,0.002460,0.763140,0.056002
ENSG00000188010,2.711288,0.344456,0.816124,0.121202
ENSG00000188015,1.526776,0.346800,0.617102,0.247186
ENSG00000188026,3.874400,0.009177,0.885996,0.090202
ENSG00000188060,2.146906,0.627717,0.544192,0.229264
ENSG00000188089,1.651064,0.041451,0.574765,0.064434
ENSG00000188112,0.810617,0.021848,0.355781,0.080147
ENSG00000188133,3.009280,3.009280,0.885840,0.885840
ENSG00000188175,2.681167,0.314775,0.854799,0.128735
ENSG00000188177,3.167305,0.338978,0.806678,0.132215
ENSG00000188191,4.544171,-0.189136,0.888951,0.046759
ENSG00000188199,-0.022476,-0.251544,0.119755,0.042218
ENSG00000188243,3.612569,0.190796,0.840698,0.079274
ENSG00000188257,-0.366472,-0.284398,0.195419,0.040209
ENSG00000188277,1.869370,1.869370,0.747573,0.747573
ENSG00000188282,0.942689,-0.003540,0.412036,0.069308
ENSG00000188306,1.214927,0.136378,0.444738,0.079748
ENSG00000188312,1.444270,0.123237,0.555911,0.115917
ENSG00000188342,4.617656,0.147374,0.959254,0.089359
ENSG00000188393,-0.016870,0.038313,0.151707,0.055758
ENSG00000188467,3.803408,0.412760,0.863021,0.140198
ENSG00000188487,4.158136,0.113494,0.901703,0.076793
ENSG00000188522,2.488291,0.014252,0.621691,0.084690
ENSG00000188523,1.778273,0.032583,0.719411,0.093188
ENSG00000188529,4.637973,0.979812,0.982706,0.278435
ENSG00000188610,4.380227,0.390482,0.943351,0.191406
ENSG00000188611,2.990098,0.159480,0.732683,0.070590
ENSG00000188620,3.072875,1.991390,0.843102,0.591701
ENSG00000188643,2.023808,0.937348,0.826139,0.429966
ENSG00000188676,2.127899,0.018196,0.611220,0.077052
ENSG00000188690,1.962551,-0.039397,0.645950,0.041552
ENSG00000188716,3.000063,0.193129,0.713541,0.115943
ENSG00000188729,2.224996,0.037603,0.749143,0.056658
ENSG00000188730,3.825903,-0.098688,0.847637,0.042515
ENSG00000188732,3.199168,0.217155,0.818920,0.101037
ENSG00000188760,3.819161,0.928284,0.868694,0.238379
ENSG00000188761,0.916975,0.138026,0.455290,0.095309
ENSG00000188778,2.710523,1.387650,0.583424,0.327271
ENSG00000188779,2.581757,1.101710,0.675499,0.353446
ENSG00000188782,1.266554,0.172850,0.563651,0.126983
ENSG00000188783,3.129338,0.921723,0.746319,0.246627
ENSG00000188784,1.354698,-0.064464,0.513378,0.084822
ENSG00000188786,4.064449,0.371983,0.938771,0.133594
ENSG00000188800,1.424505,0.282643,0.699683,0.170489
ENSG00000188811,3.302921,0.387100,0.744409,0.120579
ENSG00000188816,3.798387,1.819450,0.885652,0.454229
ENSG00000188848,3.681848,0.374259,0.831660,0.168139
ENSG00000188909,3.787924,0.505225,0.861046,0.168208
ENSG00000188916,2.745003,-0.062303,0.624802,0.065957
ENSG00000188921,2.897783,0.226728,0.888875,0.109555
ENSG00000188931,1.752263,0.368141,0.747851,0.179356
ENSG00000188959,0.671771,0.041035,0.281765,0.054924
ENSG00000188981,4.002844,0.116120,0.909297,0.139794
ENSG00000188986,4.144067,0.237123,0.817814,0.115312
ENSG00000188991,2.484232,0.251779,0.767938,0.143442
ENSG00000188993,0.334093,0.127648,0.202811,0.093723
ENSG00000189007,3.358426,0.249432,0.789417,0.112686
ENSG00000189043,2.504223,0.109524,0.850383,0.068893
ENSG00000189046,2.550887,0.346275,0.629692,0.131824
ENSG00000189099,0.716640,0.157304,0.302628,0.100696
ENSG00000189143,3.291050,3.291050,0.730978,0.730978
ENSG00000189167,1.589385,0.180659,0.478041,0.084407
ENSG00000189171,1.936989,0.080416,0.800194,0.143564
ENSG00000189180,0.600016,0.048243,0.274844,0.133427
ENSG00000189184,3.950705,1.282780,0.830390,0.312144
ENSG00000189227,3.529584,0.559646,0.874756,0.227602
ENSG00000189241,0.882950,0.882950,0.426603,0.426603
ENSG00000189298,0.574388,-0.026156,0.243053,0.076659
ENSG00000189308,4.454346,0.273991,0.956909,0.096081
ENSG00000189319,2.315528,-0.113413,0.651765,0.047371
ENSG00000189320,2.549649,-0.012928,0.751110,0.061057
ENSG00000189325,0.223665,-0.116223,0.201673,0.051772
ENSG00000189339,3.731961,0.336048,0.769030,0.151540
ENSG00000189350,1.519165,-0.028277,0.547549,0.064657
ENSG00000189376,1.525868,0.090940,0.541135,0.087709
ENSG00000189410,1.767795,0.080896,0.752392,0.168451
ENSG00000189433,2.012520,2.012520,0.491078,0.491078
ENSG00000196116,2.855474,0.206689,0.754889,0.092236
ENSG00000196151,3.436731,0.192146,0.821100,0.084456
ENSG00000196152,0.971647,0.074303,0.301453,0.075313
ENSG00000196154,2.718034,0.621207,0.751403,0.231108
ENSG00000196177,3.630975,0.103542,0.753614,0.081016
ENSG00000196182,5.161358,0.195466,0.920275,0.096751
ENSG00000196189,1.957345,0.153965,0.599267,0.141443
ENSG00000196199,2.955630,0.161231,0.723725,0.113978
ENSG00000196220,4.887276,0.115732,0.928938,0.071998
ENSG00000196230,5.730568,1.914490,0.887410,0.361417
ENSG00000196247,-0.570544,0.018307,0.196292,0.195635
ENSG00000196260,0.820261,0.186168,0.415171,0.184307
ENSG00000196277,4.815465,-0.005954,0.876078,0.052165
ENSG00000196284,4.177836,0.236855,0.961424,0.142458
ENSG00000196329,-0.075789,-0.137011,0.155614,0.077308
ENSG00000196345,0.718571,0.132830,0.282723,0.100607
ENSG00000196353,5.061020,0.095389,0.938661,0.075093
ENSG00000196358,4.593075,-0.072492,0.901021,0.071859
ENSG00000196372,3.355067,-0.036407,0.805710,0.053805
ENSG00000196376,4.020428,0.125249,0.921019,0.087636
ENSG00000196378,-0.497153,-0.306060,0.178676,0.070955
ENSG00000196387,0.846167,0.071095,0.307255,0.140804
ENSG00000196408,0.211542,-0.163456,0.180524,0.111469
ENSG00000196420,1.926445,0.094329,0.663127,0.093953
ENSG00000196449,2.331619,0.450405,0.679483,0.177285
ENSG00000196453,1.621154,0.069908,0.583554,0.094368
ENSG00000196458,0.608847,0.027159,0.277808,0.083808
ENSG00000196465,3.265217,0.815684,0.774093,0.276391
ENSG00000196482,6.010927,0.416200,0.958216,0.173966
ENSG00000196503,2.033259,0.139772,0.550241,0.118801
ENSG00000196504,4.385555,0.300149,0.953394,0.128528
ENSG00000196505,4.479181,0.241157,0.916253,0.086592
ENSG00000196526,3.412634,-0.245453,0.827856,0.034949
ENSG00000196547,4.129885,0.791508,0.833791,0.219872
ENSG00000196581,2.615095,-0.260570,0.652047,0.047140
ENSG00000196584,2.501499,0.101392,0.737631,0.083573
ENSG00000196611,1.576362,0.191388,0.408965,0.093828
ENSG00000196652,1.054697,0.108666,0.383576,0.106815
ENSG00000196653,0.567678,0.369742,0.233669,0.181234
ENSG00000196655,5.166932,0.792700,0.932199,0.203263
ENSG00000196660,2.012539,0.211681,0.552131,0.100903
ENSG00000196663,3.257512,-0.008083,0.676817,0.078404
ENSG00000196666,1.227659,0.490454,0.568763,0.237091
ENSG00000196711,1.565261,-0.007929,0.503648,0.057818
ENSG00000196715,4.105601,0.123274,0.943791,0.117034
ENSG00000196754,1.672546,0.185306,0.567555,0.103259
ENSG00000196776,1.495791,0.176901,0.666219,0.088290
ENSG00000196781,5.535852,0.400001,0.928053,0.160534
ENSG00000196811,2.812092,0.587221,0.737790,0.221219
ENSG00000196812,0.508534,0.186833,0.262040,0.116169
ENSG00000196821,5.243429,0.191767,0.989220,0.112470
ENSG00000196843,1.410687,0.069528,0.509668,0.123212
ENSG00000196844,0.617192,0.184060,0.405440,0.134234
ENSG00000196850,5.207823,0.281486,0.951611,0.134028
ENSG00000196865,3.781903,0.248422,0.821938,0.100423
ENSG00000196890,4.058930,4.058930,0.881918,0.881918
ENSG00000196911,4.719096,0.262935,0.929999,0.122449
ENSG00000196923,3.672321,0.384291,0.851890,0.162434
ENSG00000196932,2.579499,0.199427,0.646934,0.107255
ENSG00000196950,3.455682,0.272106,0.827946,0.154074
ENSG00000196968,3.414594,1.586320,0.758933,0.364454
ENSG00000196981,3.489610,3.489610,0.866878,0.866878
ENSG00000196990,3.348274,0.975346,0.849189,0.364739
ENSG00000197024,0.820505,0.095843,0.352896,0.125873
ENSG00000197037,0.908702,0.117931,0.399747,0.117555
ENSG00000197045,5.014440,0.407888,0.975171,0.135666
ENSG00000197057,1.776263,0.098601,0.665841,0.069713
ENSG00000197106,4.647855,0.289389,0.873703,0.099564
